theta1,theta2,p1,p2
0.775014,-26.349811,-0.004471,-7.464305
0.774847,-26.350625,-0.007085,-7.462143
0.774680,-26.351440,-0.009701,-7.459979
0.774512,-26.352255,-0.012319,-7.457811
0.774344,-26.353070,-0.014939,-7.455642
0.774176,-26.353884,-0.017562,-7.453469
0.774007,-26.354699,-0.020186,-7.451293
0.773838,-26.355514,-0.022813,-7.449115
0.773668,-26.356329,-0.025442,-7.446934
0.773498,-26.357144,-0.028073,-7.444750
0.773327,-26.357959,-0.030707,-7.442563
0.773157,-26.358774,-0.033342,-7.440374
0.772986,-26.359589,-0.035980,-7.438182
0.772814,-26.360404,-0.038620,-7.435987
0.772642,-26.361219,-0.041262,-7.433789
0.772470,-26.362035,-0.043906,-7.431589
0.772297,-26.362850,-0.046552,-7.429386
0.772124,-26.363665,-0.049200,-7.427180
0.771951,-26.364480,-0.051851,-7.424971
0.771777,-26.365296,-0.054504,-7.422760
0.771603,-26.366111,-0.057158,-7.420546
0.771428,-26.366927,-0.059815,-7.418329
0.771253,-26.367742,-0.062474,-7.416109
0.771078,-26.368558,-0.065136,-7.413887
0.770902,-26.369373,-0.067799,-7.411662
0.770726,-26.370189,-0.070464,-7.409434
0.770550,-26.371004,-0.073132,-7.407203
0.770373,-26.371820,-0.075801,-7.404970
0.770196,-26.372636,-0.078473,-7.402734
0.770018,-26.373451,-0.081147,-7.400495
0.769840,-26.374267,-0.083823,-7.398254
0.769662,-26.375083,-0.086501,-7.396010
0.769483,-26.375899,-0.089181,-7.393763
0.769304,-26.376715,-0.091863,-7.391513
0.769125,-26.377531,-0.094548,-7.389261
0.768945,-26.378347,-0.097234,-7.387006
0.768765,-26.379163,-0.099923,-7.384748
0.768584,-26.379979,-0.102613,-7.382488
0.768403,-26.380795,-0.105306,-7.380225
0.768222,-26.381611,-0.108000,-7.377959
0.768040,-26.382427,-0.110697,-7.375691
0.767858,-26.383243,-0.113396,-7.373420
0.767675,-26.384059,-0.116097,-7.371146
0.767493,-26.384876,-0.118800,-7.368869
0.767309,-26.385692,-0.121505,-7.366590
0.767126,-26.386508,-0.124212,-7.364308
0.766942,-26.387325,-0.126921,-7.362024
0.766757,-26.388141,-0.129632,-7.359737
0.766573,-26.388958,-0.132345,-7.357447
0.766388,-26.389774,-0.135061,-7.355154
0.766202,-26.390591,-0.137778,-7.352859
0.766016,-26.391408,-0.140497,-7.350561
0.765830,-26.392224,-0.143218,-7.348261
0.765643,-26.393041,-0.145942,-7.345958
0.765456,-26.393858,-0.148667,-7.343652
0.765269,-26.394674,-0.151394,-7.341343
0.765081,-26.395491,-0.154124,-7.339032
0.764893,-26.396308,-0.156855,-7.336719
0.764705,-26.397125,-0.159589,-7.334402
0.764516,-26.397942,-0.162324,-7.332083
0.764326,-26.398759,-0.165061,-7.329762
0.764137,-26.399576,-0.167801,-7.327437
0.763947,-26.400393,-0.170542,-7.325110
0.763756,-26.401210,-0.173286,-7.322781
0.763566,-26.402027,-0.176031,-7.320449
0.763375,-26.402844,-0.178778,-7.318114
0.763183,-26.403662,-0.181528,-7.315777
0.762991,-26.404479,-0.184279,-7.313437
0.762799,-26.405296,-0.187032,-7.311094
0.762606,-26.406114,-0.189788,-7.308749
0.762413,-26.406931,-0.192545,-7.306401
0.762220,-26.407748,-0.195304,-7.304051
0.762026,-26.408566,-0.198065,-7.301698
0.761832,-26.409383,-0.200828,-7.299342
0.761637,-26.410201,-0.203593,-7.296984
0.761443,-26.411019,-0.206360,-7.294623
0.761247,-26.411836,-0.209129,-7.292260
0.761052,-26.412654,-0.211900,-7.289894
0.760856,-26.413472,-0.214673,-7.287525
0.760659,-26.414289,-0.217448,-7.285154
0.760463,-26.415107,-0.220224,-7.282780
0.760265,-26.415925,-0.223003,-7.280404
0.760068,-26.416743,-0.225784,-7.278025
0.759870,-26.417561,-0.228566,-7.275644
0.759672,-26.418379,-0.231350,-7.273260
0.759473,-26.419197,-0.234137,-7.270873
0.759274,-26.420015,-0.236925,-7.268484
0.759075,-26.420833,-0.239715,-7.266092
0.758875,-26.421651,-0.242507,-7.263698
0.758675,-26.422469,-0.245301,-7.261301
0.758474,-26.423288,-0.248097,-7.258902
0.758274,-26.424106,-0.250895,-7.256500
0.758072,-26.424924,-0.253694,-7.254096
0.757871,-26.425742,-0.256496,-7.251689
0.757669,-26.426561,-0.259299,-7.249279
0.757466,-26.427379,-0.262104,-7.246867
0.757264,-26.428198,-0.264911,-7.244453
0.757060,-26.429016,-0.267720,-7.242036
0.756857,-26.429835,-0.270531,-7.239616
0.756653,-26.430653,-0.273344,-7.237194
0.756449,-26.431472,-0.276159,-7.234769
0.756244,-26.432291,-0.278975,-7.232342
0.756039,-26.433110,-0.281794,-7.229912
0.755834,-26.433928,-0.284614,-7.227480
0.755628,-26.434747,-0.287436,-7.225045
0.755422,-26.435566,-0.290260,-7.222608
0.755216,-26.436385,-0.293085,-7.220168
0.755009,-26.437204,-0.295913,-7.217726
0.754802,-26.438023,-0.298742,-7.215282
0.754594,-26.438842,-0.301574,-7.212834
0.754386,-26.439661,-0.304407,-7.210385
0.754178,-26.440480,-0.307241,-7.207932
0.753969,-26.441299,-0.310078,-7.205478
0.753760,-26.442118,-0.312917,-7.203021
0.753550,-26.442938,-0.315757,-7.200561
0.753341,-26.443757,-0.318599,-7.198099
0.753130,-26.444576,-0.321443,-7.195634
0.752920,-26.445396,-0.324289,-7.193167
0.752709,-26.446215,-0.327136,-7.190698
0.752498,-26.447034,-0.329986,-7.188226
0.752286,-26.447854,-0.332837,-7.185751
0.752074,-26.448673,-0.335690,-7.183274
0.751861,-26.449493,-0.338544,-7.180795
0.751649,-26.450313,-0.341401,-7.178313
0.751435,-26.451132,-0.344259,-7.175829
0.751222,-26.451952,-0.347119,-7.173342
0.751008,-26.452772,-0.349981,-7.170853
0.750794,-26.453592,-0.352845,-7.168362
0.750579,-26.454411,-0.355710,-7.165868
0.750364,-26.455231,-0.358577,-7.163371
0.750149,-26.456051,-0.361446,-7.160872
0.749933,-26.456871,-0.364317,-7.158371
0.749717,-26.457691,-0.367189,-7.155867
0.749500,-26.458511,-0.370063,-7.153361
0.749283,-26.459331,-0.372939,-7.150852
0.749066,-26.460152,-0.375817,-7.148341
0.748849,-26.460972,-0.378696,-7.145828
0.748631,-26.461792,-0.381577,-7.143312
0.748412,-26.462612,-0.384460,-7.140794
0.748193,-26.463433,-0.387344,-7.138273
0.747974,-26.464253,-0.390230,-7.135750
0.747755,-26.465073,-0.393118,-7.133225
0.747535,-26.465894,-0.396008,-7.130697
0.747315,-26.466714,-0.398899,-7.128167
0.747094,-26.467535,-0.401792,-7.125634
0.746873,-26.468355,-0.404687,-7.123099
0.746652,-26.469176,-0.407584,-7.120562
0.746430,-26.469997,-0.410482,-7.118022
0.746208,-26.470817,-0.413382,-7.115480
0.745986,-26.471638,-0.416283,-7.112935
0.745763,-26.472459,-0.419187,-7.110388
0.745540,-26.473280,-0.422092,-7.107839
0.745316,-26.474100,-0.424998,-7.105288
0.745092,-26.474921,-0.427906,-7.102734
0.744868,-26.475742,-0.430816,-7.100177
0.744643,-26.476563,-0.433728,-7.097619
0.744418,-26.477384,-0.436641,-7.095057
0.744193,-26.478205,-0.439556,-7.092494
0.743967,-26.479027,-0.442473,-7.089928
0.743741,-26.479848,-0.445391,-7.087360
0.743515,-26.480669,-0.448311,-7.084790
0.743288,-26.481490,-0.451232,-7.082217
0.743061,-26.482312,-0.454156,-7.079642
0.742833,-26.483133,-0.457080,-7.077064
0.742605,-26.483954,-0.460007,-7.074485
0.742377,-26.484776,-0.462935,-7.071903
0.742148,-26.485597,-0.465865,-7.069318
0.741919,-26.486419,-0.468796,-7.066731
0.741690,-26.487240,-0.471729,-7.064142
0.741460,-26.488062,-0.474663,-7.061551
0.741230,-26.488883,-0.477600,-7.058957
0.740999,-26.489705,-0.480537,-7.056361
0.740768,-26.490527,-0.483477,-7.053763
0.740537,-26.491349,-0.486418,-7.051163
0.740305,-26.492170,-0.489360,-7.048560
0.740073,-26.492992,-0.492304,-7.045954
0.739841,-26.493814,-0.495250,-7.043347
0.739608,-26.494636,-0.498197,-7.040737
0.739375,-26.495458,-0.501146,-7.038125
0.739141,-26.496280,-0.504097,-7.035511
0.738908,-26.497102,-0.507049,-7.032894
0.738673,-26.497924,-0.510003,-7.030275
0.738439,-26.498747,-0.512958,-7.027654
0.738204,-26.499569,-0.515915,-7.025031
0.737969,-26.500391,-0.518873,-7.022405
0.737733,-26.501213,-0.521833,-7.019777
0.737497,-26.502036,-0.524794,-7.017147
0.737260,-26.502858,-0.527757,-7.014514
0.737024,-26.503680,-0.530722,-7.011880
0.736787,-26.504503,-0.533688,-7.009243
0.736549,-26.505325,-0.536655,-7.006604
0.736311,-26.506148,-0.539625,-7.003962
0.736073,-26.506971,-0.542595,-7.001318
0.735834,-26.507793,-0.545567,-6.998672
0.735595,-26.508616,-0.548541,-6.996024
0.735356,-26.509439,-0.551516,-6.993374
0.735116,-26.510261,-0.554493,-6.990721
0.734876,-26.511084,-0.557471,-6.988066
0.734636,-26.511907,-0.560451,-6.985409
0.734395,-26.512730,-0.563432,-6.982750
0.734154,-26.513553,-0.566415,-6.980088
0.733912,-26.514376,-0.569399,-6.977425
0.733670,-26.515199,-0.572385,-6.974759
0.733428,-26.516022,-0.575372,-6.972091
0.733186,-26.516845,-0.578361,-6.969420
0.732943,-26.517668,-0.581351,-6.966748
0.732699,-26.518491,-0.584343,-6.964073
0.732455,-26.519315,-0.587336,-6.961396
0.732211,-26.520138,-0.590331,-6.958717
0.731967,-26.520961,-0.593327,-6.956036
0.731722,-26.521785,-0.596325,-6.953352
0.731477,-26.522608,-0.599324,-6.950666
0.731231,-26.523431,-0.602324,-6.947978
0.730986,-26.524255,-0.605326,-6.945288
0.730739,-26.525078,-0.608329,-6.942596
0.730493,-26.525902,-0.611334,-6.939902
0.730246,-26.526726,-0.614340,-6.937205
0.729998,-26.527549,-0.617348,-6.934507
0.729751,-26.528373,-0.620357,-6.931806
0.729502,-26.529197,-0.623368,-6.929103
0.729254,-26.530020,-0.626380,-6.926398
0.729005,-26.530844,-0.629393,-6.923690
0.728756,-26.531668,-0.632408,-6.920981
0.728507,-26.532492,-0.635424,-6.918269
0.728257,-26.533316,-0.638442,-6.915555
0.728006,-26.534140,-0.641461,-6.912839
0.727756,-26.534964,-0.644481,-6.910121
0.727505,-26.535788,-0.647503,-6.907401
0.727253,-26.536612,-0.650526,-6.904679
0.727002,-26.537436,-0.653551,-6.901955
0.726750,-26.538261,-0.656577,-6.899228
0.726497,-26.539085,-0.659604,-6.896500
0.726244,-26.539909,-0.662633,-6.893769
0.725991,-26.540734,-0.665663,-6.891036
0.725738,-26.541558,-0.668695,-6.888301
0.725484,-26.542382,-0.671727,-6.885564
0.725230,-26.543207,-0.674762,-6.882825
0.724975,-26.544031,-0.677797,-6.880084
0.724720,-26.544856,-0.680834,-6.877340
0.724465,-26.545680,-0.683872,-6.874595
0.724209,-26.546505,-0.686912,-6.871847
0.723953,-26.547330,-0.689953,-6.869098
0.723697,-26.548154,-0.692995,-6.866346
0.723440,-26.548979,-0.696039,-6.863592
0.723183,-26.549804,-0.699084,-6.860836
0.722925,-26.550629,-0.702130,-6.858078
0.722667,-26.551454,-0.705178,-6.855318
0.722409,-26.552279,-0.708227,-6.852556
0.722151,-26.553104,-0.711277,-6.849792
0.721892,-26.553929,-0.714329,-6.847026
0.721632,-26.554754,-0.717382,-6.844258
0.721373,-26.555579,-0.720436,-6.841488
0.721113,-26.556404,-0.723491,-6.838715
0.720852,-26.557229,-0.726548,-6.835941
0.720592,-26.558054,-0.729606,-6.833165
0.720330,-26.558880,-0.732666,-6.830386
0.720069,-26.559705,-0.735726,-6.827606
0.719807,-26.560530,-0.738788,-6.824823
0.719545,-26.561356,-0.741852,-6.822039
0.719282,-26.562181,-0.744916,-6.819252
0.719020,-26.563006,-0.747982,-6.816464
0.718756,-26.563832,-0.751049,-6.813673
0.718493,-26.564657,-0.754117,-6.810880
0.718229,-26.565483,-0.757187,-6.808086
0.717964,-26.566309,-0.760258,-6.805289
0.717700,-26.567134,-0.763330,-6.802491
0.717435,-26.567960,-0.766403,-6.799690
0.717169,-26.568786,-0.769477,-6.796887
0.716904,-26.569612,-0.772553,-6.794083
0.716637,-26.570437,-0.775630,-6.791276
0.716371,-26.571263,-0.778709,-6.788468
0.716104,-26.572089,-0.781788,-6.785657
0.715837,-26.572915,-0.784869,-6.782844
0.715569,-26.573741,-0.787951,-6.780030
0.715301,-26.574567,-0.791034,-6.777213
0.715033,-26.575393,-0.794118,-6.774395
0.714765,-26.576219,-0.797204,-6.771574
0.714496,-26.577046,-0.800291,-6.768752
0.714226,-26.577872,-0.803379,-6.765928
0.713957,-26.578698,-0.806468,-6.763101
0.713687,-26.579524,-0.809558,-6.760273
0.713416,-26.580351,-0.812650,-6.757443
0.713145,-26.581177,-0.815742,-6.754611
0.712874,-26.582003,-0.818836,-6.751777
0.712603,-26.582830,-0.821931,-6.748941
0.712331,-26.583656,-0.825028,-6.746103
0.712059,-26.584483,-0.828125,-6.743263
0.711786,-26.585309,-0.831224,-6.740421
0.711513,-26.586136,-0.834323,-6.737577
0.711240,-26.586963,-0.837424,-6.734731
0.710966,-26.587789,-0.840526,-6.731884
0.710693,-26.588616,-0.843630,-6.729034
0.710418,-26.589443,-0.846734,-6.726183
0.710144,-26.590269,-0.849839,-6.723329
0.709868,-26.591096,-0.852946,-6.720474
0.709593,-26.591923,-0.856054,-6.717617
0.709317,-26.592750,-0.859163,-6.714758
0.709041,-26.593577,-0.862273,-6.711897
0.708765,-26.594404,-0.865384,-6.709034
0.708488,-26.595231,-0.868496,-6.706169
0.708211,-26.596058,-0.871610,-6.703303
0.707933,-26.596885,-0.874724,-6.700434
0.707655,-26.597712,-0.877840,-6.697564
0.707377,-26.598540,-0.880956,-6.694691
0.707099,-26.599367,-0.884074,-6.691817
0.706820,-26.600194,-0.887193,-6.688941
0.706540,-26.601021,-0.890313,-6.686063
0.706261,-26.601849,-0.893434,-6.683184
0.705981,-26.602676,-0.896556,-6.680302
0.705700,-26.603504,-0.899679,-6.677419
0.705420,-26.604331,-0.902804,-6.674533
0.705139,-26.605159,-0.905929,-6.671646
0.704857,-26.605986,-0.909056,-6.668757
0.704576,-26.606814,-0.912183,-6.665866
0.704293,-26.607641,-0.915312,-6.662974
0.704011,-26.608469,-0.918441,-6.660079
0.703728,-26.609297,-0.921572,-6.657183
0.703445,-26.610124,-0.924704,-6.654285
0.703162,-26.610952,-0.927836,-6.651385
0.702878,-26.611780,-0.930970,-6.648483
0.702593,-26.612608,-0.934105,-6.645579
0.702309,-26.613436,-0.937241,-6.642674
0.702024,-26.614264,-0.940378,-6.639767
0.701739,-26.615092,-0.943516,-6.636858
0.701453,-26.615920,-0.946655,-6.633947
0.701167,-26.616748,-0.949795,-6.631034
0.700881,-26.617576,-0.952935,-6.628120
0.700594,-26.618404,-0.956077,-6.625204
0.700307,-26.619232,-0.959220,-6.622286
0.700020,-26.620060,-0.962364,-6.619366
0.699732,-26.620888,-0.965509,-6.616444
0.699444,-26.621717,-0.968655,-6.613521
0.699155,-26.622545,-0.971802,-6.610596
0.698867,-26.623373,-0.974950,-6.607669
0.698577,-26.624202,-0.978099,-6.604740
0.698288,-26.625030,-0.981249,-6.601810
0.697998,-26.625859,-0.984400,-6.598877
0.697708,-26.626687,-0.987552,-6.595944
0.697417,-26.627516,-0.990704,-6.593008
0.697126,-26.628344,-0.993858,-6.590070
0.696835,-26.629173,-0.997013,-6.587131
0.696544,-26.630001,-1.000168,-6.584190
0.696252,-26.630830,-1.003325,-6.581247
0.695959,-26.631659,-1.006483,-6.578303
0.695667,-26.632488,-1.009641,-6.575357
0.695374,-26.633316,-1.012800,-6.572409
0.695080,-26.634145,-1.015961,-6.569459
0.694787,-26.634974,-1.019122,-6.566508
0.694493,-26.635803,-1.022284,-6.563555
0.694198,-26.636632,-1.025447,-6.560600
0.693904,-26.637461,-1.028611,-6.557644
0.693609,-26.638290,-1.031776,-6.554686
0.693313,-26.639119,-1.034942,-6.551726
0.693017,-26.639948,-1.038109,-6.548764
0.692721,-26.640777,-1.041277,-6.545801
0.692425,-26.641606,-1.044445,-6.542836
0.692128,-26.642435,-1.047615,-6.539869
0.691831,-26.643265,-1.050785,-6.536901
0.691533,-26.644094,-1.053956,-6.533931
0.691236,-26.644923,-1.057128,-6.530959
0.690937,-26.645752,-1.060301,-6.527986
0.690639,-26.646582,-1.063475,-6.525011
0.690340,-26.647411,-1.066650,-6.522034
0.690041,-26.648241,-1.069825,-6.519055
0.689741,-26.649070,-1.073002,-6.516075
0.689441,-26.649900,-1.076179,-6.513094
0.689141,-26.650729,-1.079357,-6.510110
0.688840,-26.651559,-1.082536,-6.507125
0.688539,-26.652388,-1.085716,-6.504139
0.688238,-26.653218,-1.088897,-6.501150
0.687936,-26.654048,-1.092078,-6.498160
0.687634,-26.654877,-1.095261,-6.495169
0.687332,-26.655707,-1.098444,-6.492175
0.687029,-26.656537,-1.101628,-6.489181
0.686726,-26.657367,-1.104813,-6.486184
0.686423,-26.658196,-1.107998,-6.483186
0.686119,-26.659026,-1.111185,-6.480186
0.685815,-26.659856,-1.114372,-6.477185
0.685511,-26.660686,-1.117560,-6.474182
0.685206,-26.661516,-1.120749,-6.471177
0.684901,-26.662346,-1.123939,-6.468171
0.684595,-26.663176,-1.127129,-6.465163
0.684290,-26.664006,-1.130320,-6.462154
0.683983,-26.664836,-1.133512,-6.459143
0.683677,-26.665667,-1.136705,-6.456131
0.683370,-26.666497,-1.139899,-6.453116
0.683063,-26.667327,-1.143093,-6.450101
0.682755,-26.668157,-1.146288,-6.447083
0.682448,-26.668988,-1.149484,-6.444065
0.682139,-26.669818,-1.152681,-6.441044
0.681831,-26.670648,-1.155878,-6.438022
0.681522,-26.671479,-1.159076,-6.434999
0.681213,-26.672309,-1.162275,-6.431973
0.680903,-26.673139,-1.165475,-6.428947
0.680593,-26.673970,-1.168675,-6.425918
0.680283,-26.674800,-1.171876,-6.422889
0.679972,-26.675631,-1.175078,-6.419857
0.679662,-26.676462,-1.178281,-6.416824
0.679350,-26.677292,-1.181484,-6.413790
0.679039,-26.678123,-1.184688,-6.410754
0.678727,-26.678954,-1.187893,-6.407717
0.678414,-26.679784,-1.191098,-6.404677
0.678102,-26.680615,-1.194305,-6.401637
0.677789,-26.681446,-1.197512,-6.398595
0.677475,-26.682277,-1.200719,-6.395551
0.677162,-26.683107,-1.203927,-6.392506
0.676848,-26.683938,-1.207136,-6.389460
0.676533,-26.684769,-1.210346,-6.386411
0.676219,-26.685600,-1.213556,-6.383362
0.675904,-26.686431,-1.216767,-6.380311
0.675588,-26.687262,-1.219979,-6.377258
0.675273,-26.688093,-1.223191,-6.374204
0.674957,-26.688924,-1.226404,-6.371148
0.674640,-26.689755,-1.229618,-6.368091
0.674324,-26.690586,-1.232833,-6.365033
0.674007,-26.691417,-1.236048,-6.361973
0.673689,-26.692249,-1.239263,-6.358911
0.673371,-26.693080,-1.242480,-6.355848
0.673053,-26.693911,-1.245697,-6.352784
0.672735,-26.694742,-1.248914,-6.349718
0.672416,-26.695574,-1.252132,-6.346650
0.672097,-26.696405,-1.255351,-6.343581
0.671778,-26.697236,-1.258571,-6.340511
0.671458,-26.698068,-1.261791,-6.337439
0.671138,-26.698899,-1.265012,-6.334366
0.670817,-26.699731,-1.268233,-6.331292
0.670497,-26.700562,-1.271455,-6.328215
0.670176,-26.701394,-1.274678,-6.325138
0.669854,-26.702225,-1.277901,-6.322059
0.669532,-26.703057,-1.281125,-6.318979
0.669210,-26.703888,-1.284349,-6.315897
0.668888,-26.704720,-1.287574,-6.312814
0.668565,-26.705552,-1.290800,-6.309729
0.668242,-26.706383,-1.294026,-6.306643
0.667918,-26.707215,-1.297253,-6.303556
0.667595,-26.708047,-1.300480,-6.300467
0.667270,-26.708879,-1.303708,-6.297376
0.666946,-26.709710,-1.306936,-6.294285
0.666621,-26.710542,-1.310165,-6.291192
0.666296,-26.711374,-1.313395,-6.288097
0.665971,-26.712206,-1.316625,-6.285002
0.665645,-26.713038,-1.319856,-6.281904
0.665319,-26.713870,-1.323087,-6.278806
0.664992,-26.714702,-1.326319,-6.275706
0.664665,-26.715534,-1.329551,-6.272605
0.664338,-26.716366,-1.332784,-6.269502
0.664011,-26.717198,-1.336017,-6.266398
0.663683,-26.718030,-1.339251,-6.263292
0.663355,-26.718862,-1.342486,-6.260186
0.663026,-26.719694,-1.345721,-6.257077
0.662697,-26.720526,-1.348956,-6.253968
0.662368,-26.721358,-1.352192,-6.250857
0.662039,-26.722191,-1.355429,-6.247745
0.661709,-26.723023,-1.358666,-6.244631
0.661379,-26.723855,-1.361904,-6.241517
0.661048,-26.724687,-1.365142,-6.238400
0.660718,-26.725520,-1.368380,-6.235283
0.660386,-26.726352,-1.371619,-6.232164
0.660055,-26.727185,-1.374859,-6.229044
0.659723,-26.728017,-1.378099,-6.225923
0.659391,-26.728849,-1.381339,-6.222800
0.659059,-26.729682,-1.384580,-6.219676
0.658726,-26.730514,-1.387821,-6.216550
0.658393,-26.731347,-1.391063,-6.213424
0.658059,-26.732179,-1.394306,-6.210296
0.657725,-26.733012,-1.397548,-6.207166
0.657391,-26.733844,-1.400792,-6.204036
0.657057,-26.734677,-1.404035,-6.200904
0.656722,-26.735510,-1.407280,-6.197771
0.656387,-26.736342,-1.410524,-6.194636
0.656051,-26.737175,-1.413769,-6.191501
0.655716,-26.738008,-1.417015,-6.188364
0.655380,-26.738841,-1.420261,-6.185225
0.655043,-26.739673,-1.423507,-6.182086
0.654706,-26.740506,-1.426754,-6.178945
0.654369,-26.741339,-1.430001,-6.175803
0.654032,-26.742172,-1.433248,-6.172660
0.653694,-26.743005,-1.436496,-6.169515
0.653356,-26.743837,-1.439745,-6.166369
0.653018,-26.744670,-1.442994,-6.163222
0.652679,-26.745503,-1.446243,-6.160074
0.652340,-26.746336,-1.449492,-6.156925
0.652000,-26.747169,-1.452742,-6.153774
0.651661,-26.748002,-1.455993,-6.150622
0.651321,-26.748835,-1.459243,-6.147469
0.650980,-26.749668,-1.462495,-6.144315
0.650640,-26.750501,-1.465746,-6.141159
0.650299,-26.751334,-1.468998,-6.138002
0.649957,-26.752168,-1.472250,-6.134844
0.649615,-26.753001,-1.475503,-6.131685
0.649273,-26.753834,-1.478756,-6.128524
0.648931,-26.754667,-1.482009,-6.125363
0.648588,-26.755500,-1.485263,-6.122200
0.648245,-26.756334,-1.488517,-6.119036
0.647902,-26.757167,-1.491771,-6.115871
0.647559,-26.758000,-1.495026,-6.112704
0.647215,-26.758833,-1.498281,-6.109537
0.646870,-26.759667,-1.501536,-6.106368
0.646526,-26.760500,-1.504792,-6.103198
0.646181,-26.761333,-1.508048,-6.100027
0.645835,-26.762167,-1.511304,-6.096855
0.645490,-26.763000,-1.514561,-6.093681
0.645144,-26.763834,-1.517818,-6.090507
0.644798,-26.764667,-1.521075,-6.087331
0.644451,-26.765500,-1.524333,-6.084154
0.644104,-26.766334,-1.527591,-6.080976
0.643757,-26.767167,-1.530849,-6.077797
0.643410,-26.768001,-1.534107,-6.074617
0.643062,-26.768835,-1.537366,-6.071435
0.642713,-26.769668,-1.540625,-6.068253
0.642365,-26.770502,-1.543885,-6.065069
0.642016,-26.771335,-1.547144,-6.061884
0.641667,-26.772169,-1.550404,-6.058698
0.641318,-26.773003,-1.553664,-6.055511
0.640968,-26.773836,-1.556925,-6.052323
0.640618,-26.774670,-1.560185,-6.049134
0.640267,-26.775504,-1.563446,-6.045943
0.639916,-26.776337,-1.566707,-6.042752
0.639565,-26.777171,-1.569969,-6.039559
0.639214,-26.778005,-1.573231,-6.036366
0.638862,-26.778839,-1.576493,-6.033171
0.638510,-26.779673,-1.579755,-6.029975
0.638158,-26.780506,-1.583017,-6.026778
0.637805,-26.781340,-1.586280,-6.023580
0.637452,-26.782174,-1.589543,-6.020381
0.637099,-26.783008,-1.592806,-6.017181
0.636745,-26.783842,-1.596069,-6.013980
0.636391,-26.784676,-1.599332,-6.010777
0.636037,-26.785510,-1.602596,-6.007574
0.635682,-26.786344,-1.605860,-6.004370
0.635327,-26.787178,-1.609124,-6.001164
0.634972,-26.788012,-1.612389,-5.997958
0.634616,-26.788846,-1.615653,-5.994750
0.634261,-26.789680,-1.618918,-5.991542
0.633904,-26.790514,-1.622183,-5.988332
0.633548,-26.791348,-1.625448,-5.985121
0.633191,-26.792182,-1.628713,-5.981910
0.632834,-26.793016,-1.631979,-5.978697
0.632476,-26.793850,-1.635244,-5.975483
0.632119,-26.794684,-1.638510,-5.972269
0.631760,-26.795518,-1.641776,-5.969053
0.631402,-26.796352,-1.645042,-5.965836
0.631043,-26.797187,-1.648308,-5.962618
0.630684,-26.798021,-1.651575,-5.959399
0.630325,-26.798855,-1.654841,-5.956180
0.629965,-26.799689,-1.658108,-5.952959
0.629605,-26.800524,-1.661375,-5.949737
0.629245,-26.801358,-1.664642,-5.946514
0.628884,-26.802192,-1.667909,-5.943291
0.628523,-26.803026,-1.671176,-5.940066
0.628162,-26.803861,-1.674444,-5.936840
0.627800,-26.804695,-1.677711,-5.933614
0.627438,-26.805529,-1.680979,-5.930386
0.627076,-26.806364,-1.684247,-5.927157
0.626714,-26.807198,-1.687515,-5.923928
0.626351,-26.808032,-1.690783,-5.920697
0.625988,-26.808867,-1.694051,-5.917466
0.625624,-26.809701,-1.697319,-5.914233
0.625260,-26.810536,-1.700587,-5.911000
0.624896,-26.811370,-1.703855,-5.907766
0.624532,-26.812204,-1.707124,-5.904530
0.624167,-26.813039,-1.710392,-5.901294
0.623802,-26.813873,-1.713661,-5.898057
0.623437,-26.814708,-1.716930,-5.894819
0.623071,-26.815542,-1.720199,-5.891580
0.622705,-26.816377,-1.723467,-5.888340
0.622339,-26.817211,-1.726736,-5.885099
0.621972,-26.818046,-1.730005,-5.881857
0.621605,-26.818880,-1.733274,-5.878615
0.621238,-26.819715,-1.736543,-5.875371
0.620870,-26.820550,-1.739812,-5.872127
0.620502,-26.821384,-1.743082,-5.868881
0.620134,-26.822219,-1.746351,-5.865635
0.619766,-26.823053,-1.749620,-5.862388
0.619397,-26.823888,-1.752889,-5.859140
0.619028,-26.824723,-1.756159,-5.855891
0.618658,-26.825557,-1.759428,-5.852641
0.618289,-26.826392,-1.762697,-5.849390
0.617919,-26.827227,-1.765967,-5.846139
0.617548,-26.828061,-1.769236,-5.842887
0.617178,-26.828896,-1.772506,-5.839633
0.616807,-26.829731,-1.775775,-5.836379
0.616435,-26.830565,-1.779044,-5.833124
0.616064,-26.831400,-1.782314,-5.829868
0.615692,-26.832235,-1.785583,-5.826612
0.615320,-26.833070,-1.788853,-5.823354
0.614947,-26.833904,-1.792122,-5.820096
0.614574,-26.834739,-1.795391,-5.816836
0.614201,-26.835574,-1.798661,-5.813576
0.613828,-26.836409,-1.801930,-5.810315
0.613454,-26.837243,-1.805199,-5.807054
0.613080,-26.838078,-1.808469,-5.803791
0.612706,-26.838913,-1.811738,-5.800528
0.612331,-26.839748,-1.815007,-5.797264
0.611956,-26.840583,-1.818276,-5.793999
0.611581,-26.841418,-1.821546,-5.790733
0.611205,-26.842252,-1.824815,-5.787466
0.610829,-26.843087,-1.828084,-5.784199
0.610453,-26.843922,-1.831353,-5.780931
0.610076,-26.844757,-1.834622,-5.777662
0.609700,-26.845592,-1.837890,-5.774392
0.609322,-26.846427,-1.841159,-5.771121
0.608945,-26.847262,-1.844428,-5.767850
0.608567,-26.848097,-1.847697,-5.764578
0.608189,-26.848931,-1.850965,-5.761305
0.607811,-26.849766,-1.854234,-5.758031
0.607432,-26.850601,-1.857502,-5.754757
0.607053,-26.851436,-1.860770,-5.751481
