energia,T,V
5.104311,8.441535,-3.337224
5.104574,8.446219,-3.341644
5.104838,8.450903,-3.346065
5.105102,8.455590,-3.350487
5.105366,8.460277,-3.354911
5.105631,8.464966,-3.359335
5.105895,8.469656,-3.363761
5.106160,8.474347,-3.368188
5.106425,8.479040,-3.372616
5.106690,8.483734,-3.377045
5.106955,8.488430,-3.381475
5.107220,8.493127,-3.385906
5.107486,8.497825,-3.390339
5.107752,8.502524,-3.394772
5.108018,8.507225,-3.399207
5.108284,8.511927,-3.403643
5.108550,8.516630,-3.408080
5.108816,8.521335,-3.412519
5.109083,8.526041,-3.416958
5.109350,8.530748,-3.421398
5.109617,8.535457,-3.425840
5.109884,8.540167,-3.430283
5.110151,8.544878,-3.434727
5.110418,8.549590,-3.439172
5.110686,8.554304,-3.443618
5.110954,8.559019,-3.448065
5.111222,8.563736,-3.452514
5.111490,8.568453,-3.456963
5.111758,8.573172,-3.461414
5.112026,8.577893,-3.465866
5.112295,8.582614,-3.470319
5.112564,8.587337,-3.474773
5.112833,8.592061,-3.479229
5.113102,8.596787,-3.483685
5.113371,8.601513,-3.488142
5.113640,8.606241,-3.492601
5.113910,8.610971,-3.497061
5.114179,8.615701,-3.501522
5.114449,8.620433,-3.505984
5.114719,8.625166,-3.510447
5.114989,8.629901,-3.514911
5.115260,8.634637,-3.519377
5.115530,8.639374,-3.523843
5.115801,8.644112,-3.528311
5.116071,8.648851,-3.532780
5.116342,8.653592,-3.537250
5.116613,8.658334,-3.541721
5.116884,8.663078,-3.546193
5.117156,8.667822,-3.550667
5.117427,8.672568,-3.555141
5.117699,8.677315,-3.559617
5.117970,8.682064,-3.564093
5.118242,8.686813,-3.568571
5.118514,8.691564,-3.573050
5.118786,8.696316,-3.577530
5.119059,8.701070,-3.582011
5.119331,8.705825,-3.586493
5.119604,8.710581,-3.590977
5.119876,8.715338,-3.595461
5.120149,8.720096,-3.599947
5.120422,8.724856,-3.604434
5.120695,8.729617,-3.608922
5.120969,8.734379,-3.613411
5.121242,8.739143,-3.617901
5.121516,8.743907,-3.622392
5.121789,8.748673,-3.626884
5.122063,8.753441,-3.631378
5.122337,8.758209,-3.635872
5.122611,8.762979,-3.640368
5.122885,8.767750,-3.644865
5.123159,8.772522,-3.649362
5.123434,8.777295,-3.653861
5.123708,8.782070,-3.658361
5.123983,8.786846,-3.662863
5.124258,8.791623,-3.667365
5.124533,8.796401,-3.671868
5.124808,8.801181,-3.676373
5.125083,8.805961,-3.680878
5.125358,8.810743,-3.685385
5.125634,8.815527,-3.689893
5.125909,8.820311,-3.694402
5.126185,8.825097,-3.698912
5.126461,8.829884,-3.703423
5.126736,8.834672,-3.707935
5.127012,8.839461,-3.712449
5.127289,8.844252,-3.716963
5.127565,8.849043,-3.721479
5.127841,8.853836,-3.725995
5.128118,8.858631,-3.730513
5.128394,8.863426,-3.735032
5.128671,8.868223,-3.739552
5.128948,8.873020,-3.744073
5.129224,8.877819,-3.748595
5.129501,8.882620,-3.753118
5.129779,8.887421,-3.757642
5.130056,8.892224,-3.762168
5.130333,8.897027,-3.766694
5.130611,8.901832,-3.771222
5.130888,8.906639,-3.775751
5.131166,8.911446,-3.780280
5.131443,8.916255,-3.784811
5.131721,8.921065,-3.789343
5.131999,8.925876,-3.793876
5.132277,8.930688,-3.798410
5.132555,8.935501,-3.802946
5.132834,8.940316,-3.807482
5.133112,8.945131,-3.812019
5.133391,8.949948,-3.816558
5.133669,8.954767,-3.821097
5.133948,8.959586,-3.825638
5.134227,8.964406,-3.830180
5.134505,8.969228,-3.834723
5.134784,8.974051,-3.839267
5.135063,8.978875,-3.843812
5.135342,8.983700,-3.848358
5.135622,8.988527,-3.852905
5.135901,8.993354,-3.857453
5.136180,8.998183,-3.862002
5.136460,9.003013,-3.866553
5.136739,9.007844,-3.871104
5.137019,9.012676,-3.875657
5.137299,9.017510,-3.880211
5.137579,9.022344,-3.884765
5.137859,9.027180,-3.889321
5.138139,9.032017,-3.893878
5.138419,9.036855,-3.898436
5.138699,9.041694,-3.902995
5.138979,9.046534,-3.907555
5.139260,9.051376,-3.912116
5.139540,9.056219,-3.916679
5.139821,9.061063,-3.921242
5.140101,9.065908,-3.925806
5.140382,9.070754,-3.930372
5.140663,9.075601,-3.934938
5.140943,9.080450,-3.939506
5.141224,9.085299,-3.944075
5.141505,9.090150,-3.948645
5.141786,9.095002,-3.953215
5.142068,9.099855,-3.957787
5.142349,9.104709,-3.962360
5.142630,9.109564,-3.966934
5.142911,9.114421,-3.971510
5.143193,9.119279,-3.976086
5.143474,9.124137,-3.980663
5.143756,9.128997,-3.985241
5.144038,9.133858,-3.989821
5.144319,9.138720,-3.994401
5.144601,9.143584,-3.998983
5.144883,9.148448,-4.003565
5.145165,9.153314,-4.008149
5.145447,9.158180,-4.012734
5.145729,9.163048,-4.017319
5.146011,9.167917,-4.021906
5.146293,9.172787,-4.026494
5.146576,9.177658,-4.031083
5.146858,9.182531,-4.035673
5.147140,9.187404,-4.040264
5.147423,9.192279,-4.044856
5.147705,9.197154,-4.049449
5.147988,9.202031,-4.054043
5.148270,9.206909,-4.058639
5.148553,9.211788,-4.063235
5.148836,9.216668,-4.067833
5.149119,9.221550,-4.072431
5.149402,9.226432,-4.077030
5.149684,9.231316,-4.081631
5.149967,9.236200,-4.086233
5.150250,9.241086,-4.090835
5.150534,9.245973,-4.095439
5.150817,9.250861,-4.100044
5.151100,9.255750,-4.104650
5.151383,9.260640,-4.109257
5.151666,9.265531,-4.113864
5.151950,9.270423,-4.118473
5.152233,9.275317,-4.123083
5.152517,9.280211,-4.127695
5.152800,9.285107,-4.132307
5.153084,9.290003,-4.136920
5.153367,9.294901,-4.141534
5.153651,9.299800,-4.146149
5.153935,9.304700,-4.150766
5.154218,9.309601,-4.155383
5.154502,9.314503,-4.160001
5.154786,9.319407,-4.164621
5.155070,9.324311,-4.169241
5.155354,9.329216,-4.173863
5.155638,9.334123,-4.178485
5.155922,9.339030,-4.183109
5.156206,9.343939,-4.187733
5.156490,9.348849,-4.192359
5.156774,9.353760,-4.196986
5.157058,9.358672,-4.201614
5.157342,9.363585,-4.206242
5.157626,9.368499,-4.210872
5.157911,9.373414,-4.215503
5.158195,9.378330,-4.220135
5.158479,9.383247,-4.224768
5.158764,9.388166,-4.229402
5.159048,9.393085,-4.234037
5.159332,9.398005,-4.238673
5.159617,9.402927,-4.243310
5.159901,9.407850,-4.247948
5.160186,9.412773,-4.252587
5.160470,9.417698,-4.257228
5.160755,9.422624,-4.261869
5.161040,9.427551,-4.266511
5.161324,9.432479,-4.271154
5.161609,9.437408,-4.275799
5.161894,9.442338,-4.280444
5.162178,9.447269,-4.285090
5.162463,9.452201,-4.289738
5.162748,9.457134,-4.294386
5.163033,9.462068,-4.299035
5.163318,9.467004,-4.303686
5.163603,9.471940,-4.308337
5.163887,9.476877,-4.312990
5.164172,9.481816,-4.317643
5.164457,9.486755,-4.322298
5.164742,9.491696,-4.326954
5.165027,9.496637,-4.331610
5.165312,9.501580,-4.336268
5.165597,9.506524,-4.340926
5.165882,9.511468,-4.345586
5.166167,9.516414,-4.350247
5.166452,9.521361,-4.354909
5.166737,9.526309,-4.359571
5.167022,9.531258,-4.364235
5.167308,9.536207,-4.368900
5.167593,9.541158,-4.373566
5.167878,9.546110,-4.378232
5.168163,9.551063,-4.382900
5.168448,9.556017,-4.387569
5.168733,9.560972,-4.392239
5.169019,9.565928,-4.396910
5.169304,9.570885,-4.401582
5.169589,9.575844,-4.406255
5.169874,9.580803,-4.410928
5.170159,9.585763,-4.415603
5.170445,9.590724,-4.420279
5.170730,9.595686,-4.424956
5.171015,9.600649,-4.429634
5.171300,9.605614,-4.434313
5.171586,9.610579,-4.438993
5.171871,9.615545,-4.443674
5.172156,9.620512,-4.448356
5.172442,9.625481,-4.453039
5.172727,9.630450,-4.457723
5.173012,9.635420,-4.462408
5.173298,9.640392,-4.467094
5.173583,9.645364,-4.471781
5.173868,9.650337,-4.476469
5.174153,9.655312,-4.481158
5.174439,9.660287,-4.485848
5.174724,9.665263,-4.490539
5.175009,9.670241,-4.495231
5.175295,9.675219,-4.499924
5.175580,9.680198,-4.504618
5.175865,9.685179,-4.509314
5.176151,9.690160,-4.514010
5.176436,9.695143,-4.518707
5.176721,9.700126,-4.523405
5.177006,9.705110,-4.528104
5.177292,9.710096,-4.532804
5.177577,9.715082,-4.537505
5.177862,9.720069,-4.542207
5.178148,9.725057,-4.546910
5.178433,9.730047,-4.551614
5.178718,9.735037,-4.556319
5.179003,9.740028,-4.561025
5.179288,9.745021,-4.565732
5.179574,9.750014,-4.570440
5.179859,9.755008,-4.575149
5.180144,9.760003,-4.579859
5.180429,9.764999,-4.584570
5.180714,9.769997,-4.589282
5.181000,9.774995,-4.593995
5.181285,9.779994,-4.598709
5.181570,9.784994,-4.603424
5.181855,9.789995,-4.608140
5.182140,9.794997,-4.612857
5.182425,9.800000,-4.617575
5.182710,9.805004,-4.622294
5.182995,9.810009,-4.627014
5.183280,9.815015,-4.631734
5.183565,9.820022,-4.636456
5.183850,9.825030,-4.641179
5.184135,9.830038,-4.645903
5.184420,9.835048,-4.650628
5.184705,9.840059,-4.655354
5.184990,9.845071,-4.660081
5.185275,9.850083,-4.664808
5.185560,9.855097,-4.669537
5.185845,9.860112,-4.674267
5.186130,9.865127,-4.678998
5.186415,9.870144,-4.683729
5.186699,9.875161,-4.688462
5.186984,9.880180,-4.693196
5.187269,9.885199,-4.697930
5.187554,9.890219,-4.702666
5.187838,9.895241,-4.707402
5.188123,9.900263,-4.712140
5.188408,9.905286,-4.716879
5.188692,9.910310,-4.721618
5.188977,9.915335,-4.726359
5.189261,9.920361,-4.731100
5.189546,9.925388,-4.735842
5.189830,9.930416,-4.740586
5.190115,9.935445,-4.745330
5.190399,9.940475,-4.750076
5.190684,9.945506,-4.754822
5.190968,9.950537,-4.759569
5.191252,9.955570,-4.764318
5.191537,9.960603,-4.769067
5.191821,9.965638,-4.773817
5.192105,9.970673,-4.778568
5.192389,9.975710,-4.783320
5.192673,9.980747,-4.788074
5.192958,9.985785,-4.792828
5.193242,9.990824,-4.797583
5.193526,9.995865,-4.802339
5.193810,10.000906,-4.807096
5.194094,10.005948,-4.811854
5.194378,10.010990,-4.816613
5.194662,10.016034,-4.821373
5.194946,10.021079,-4.826133
5.195229,10.026125,-4.830895
5.195513,10.031171,-4.835658
5.195797,10.036219,-4.840422
5.196081,10.041267,-4.845186
5.196364,10.046316,-4.849952
5.196648,10.051367,-4.854719
5.196932,10.056418,-4.859486
5.197215,10.061470,-4.864255
5.197499,10.066523,-4.869024
5.197782,10.071577,-4.873795
5.198065,10.076632,-4.878566
5.198349,10.081687,-4.883339
5.198632,10.086744,-4.888112
5.198915,10.091802,-4.892886
5.199199,10.096860,-4.897661
5.199482,10.101919,-4.902438
5.199765,10.106980,-4.907215
5.200048,10.112041,-4.911993
5.200331,10.117103,-4.916772
5.200614,10.122166,-4.921552
5.200897,10.127230,-4.926333
5.201180,10.132295,-4.931115
5.201463,10.137360,-4.935898
5.201746,10.142427,-4.940681
5.202028,10.147495,-4.945466
5.202311,10.152563,-4.950252
5.202594,10.157632,-4.955039
5.202876,10.162702,-4.959826
5.203159,10.167774,-4.964615
5.203441,10.172846,-4.969404
5.203724,10.177918,-4.974195
5.204006,10.182992,-4.978986
5.204288,10.188067,-4.983778
5.204571,10.193142,-4.988572
5.204853,10.198219,-4.993366
5.205135,10.203296,-4.998161
5.205417,10.208374,-5.002957
5.205699,10.213453,-5.007754
5.205981,10.218533,-5.012552
5.206263,10.223614,-5.017351
5.206545,10.228696,-5.022151
5.206827,10.233779,-5.026952
5.207108,10.238862,-5.031754
5.207390,10.243946,-5.036556
5.207672,10.249032,-5.041360
5.207953,10.254118,-5.046164
5.208235,10.259205,-5.050970
5.208516,10.264293,-5.055776
5.208798,10.269382,-5.060584
5.209079,10.274471,-5.065392
5.209360,10.279562,-5.070201
5.209641,10.284653,-5.075012
5.209923,10.289745,-5.079823
5.210204,10.294838,-5.084635
5.210485,10.299932,-5.089448
5.210766,10.305027,-5.094262
5.211046,10.310123,-5.099076
5.211327,10.315220,-5.103892
5.211608,10.320317,-5.108709
5.211889,10.325415,-5.113527
5.212169,10.330514,-5.118345
5.212450,10.335614,-5.123165
5.212730,10.340715,-5.127985
5.213011,10.345817,-5.132806
5.213291,10.350920,-5.137629
5.213571,10.356023,-5.142452
5.213851,10.361127,-5.147276
5.214132,10.366233,-5.152101
5.214412,10.371339,-5.156927
5.214692,10.376446,-5.161754
5.214972,10.381553,-5.166582
5.215251,10.386662,-5.171411
5.215531,10.391771,-5.176240
5.215811,10.396882,-5.181071
5.216090,10.401993,-5.185902
5.216370,10.407105,-5.190735
5.216649,10.412218,-5.195568
5.216929,10.417331,-5.200402
5.217208,10.422446,-5.205238
5.217487,10.427561,-5.210074
5.217767,10.432677,-5.214911
5.218046,10.437794,-5.219749
5.218325,10.442912,-5.224587
5.218604,10.448031,-5.229427
5.218883,10.453151,-5.234268
5.219161,10.458271,-5.239110
5.219440,10.463392,-5.243952
5.219719,10.468514,-5.248796
5.219997,10.473637,-5.253640
5.220276,10.478761,-5.258485
5.220554,10.483885,-5.263331
5.220832,10.489011,-5.268178
5.221111,10.494137,-5.273026
5.221389,10.499264,-5.277875
5.221667,10.504392,-5.282725
5.221945,10.509521,-5.287576
5.222223,10.514650,-5.292428
5.222501,10.519781,-5.297280
5.222778,10.524912,-5.302134
5.223056,10.530044,-5.306988
5.223334,10.535177,-5.311843
5.223611,10.540310,-5.316699
5.223888,10.545445,-5.321556
5.224166,10.550580,-5.326414
5.224443,10.555716,-5.331273
5.224720,10.560853,-5.336133
5.224997,10.565991,-5.340994
5.225274,10.571130,-5.345855
5.225551,10.576269,-5.350718
5.225828,10.581409,-5.355581
5.226105,10.586550,-5.360446
5.226381,10.591692,-5.365311
5.226658,10.596835,-5.370177
5.226934,10.601978,-5.375044
5.227211,10.607122,-5.379912
5.227487,10.612267,-5.384781
5.227763,10.617413,-5.389650
5.228039,10.622560,-5.394521
5.228315,10.627707,-5.399392
5.228591,10.632856,-5.404265
5.228867,10.638005,-5.409138
5.229143,10.643155,-5.414012
5.229418,10.648305,-5.418887
5.229694,10.653457,-5.423763
5.229969,10.658609,-5.428640
5.230245,10.663762,-5.433518
5.230520,10.668916,-5.438396
5.230795,10.674071,-5.443276
5.231070,10.679226,-5.448156
5.231345,10.684383,-5.453038
5.231620,10.689540,-5.457920
5.231895,10.694698,-5.462803
5.232169,10.699856,-5.467687
5.232444,10.705016,-5.472572
5.232719,10.710176,-5.477458
5.232993,10.715337,-5.482344
5.233267,10.720499,-5.487232
5.233542,10.725662,-5.492120
5.233816,10.730825,-5.497009
5.234090,10.735989,-5.501900
5.234364,10.741154,-5.506791
5.234637,10.746320,-5.511683
5.234911,10.751487,-5.516575
5.235185,10.756654,-5.521469
5.235458,10.761822,-5.526364
5.235732,10.766991,-5.531259
5.236005,10.772161,-5.536156
5.236278,10.777331,-5.541053
5.236551,10.782502,-5.545951
5.236824,10.787674,-5.550850
5.237097,10.792847,-5.555750
5.237370,10.798021,-5.560650
5.237643,10.803195,-5.565552
5.237916,10.808370,-5.570455
5.238188,10.813546,-5.575358
5.238460,10.818723,-5.580262
5.238733,10.823900,-5.585167
5.239005,10.829078,-5.590073
5.239277,10.834257,-5.594980
5.239549,10.839437,-5.599888
5.239821,10.844617,-5.604796
5.240093,10.849799,-5.609706
5.240364,10.854981,-5.614616
5.240636,10.860164,-5.619528
5.240907,10.865347,-5.624440
5.241179,10.870531,-5.629353
5.241450,10.875716,-5.634266
5.241721,10.880902,-5.639181
5.241992,10.886089,-5.644097
5.242263,10.891276,-5.649013
5.242534,10.896464,-5.653930
5.242805,10.901653,-5.658849
5.243075,10.906843,-5.663768
5.243346,10.912033,-5.668688
5.243616,10.917224,-5.673608
5.243886,10.922416,-5.678530
5.244157,10.927609,-5.683452
5.244427,10.932802,-5.688376
5.244697,10.937997,-5.693300
5.244966,10.943191,-5.698225
5.245236,10.948387,-5.703151
5.245506,10.953584,-5.708078
5.245775,10.958781,-5.713005
5.246045,10.963979,-5.717934
5.246314,10.969177,-5.722863
5.246583,10.974377,-5.727793
5.246852,10.979577,-5.732725
5.247121,10.984778,-5.737657
5.247390,10.989979,-5.742589
5.247659,10.995182,-5.747523
5.247927,11.000385,-5.752457
5.248196,11.005588,-5.757393
5.248464,11.010793,-5.762329
5.248732,11.015998,-5.767266
5.249000,11.021204,-5.772204
5.249268,11.026411,-5.777143
5.249536,11.031619,-5.782082
5.249804,11.036827,-5.787023
5.250072,11.042036,-5.791964
5.250339,11.047246,-5.796906
5.250607,11.052456,-5.801849
5.250874,11.057667,-5.806793
5.251141,11.062879,-5.811738
5.251408,11.068092,-5.816684
5.251675,11.073305,-5.821630
5.251942,11.078519,-5.826577
5.252209,11.083734,-5.831525
5.252475,11.088950,-5.836474
5.252742,11.094166,-5.841424
5.253008,11.099383,-5.846375
5.253275,11.104601,-5.851326
5.253541,11.109819,-5.856278
5.253807,11.115038,-5.861232
5.254073,11.120258,-5.866186
5.254338,11.125479,-5.871140
5.254604,11.130700,-5.876096
5.254870,11.135922,-5.881053
5.255135,11.141145,-5.886010
5.255400,11.146368,-5.890968
5.255665,11.151593,-5.895927
5.255930,11.156817,-5.900887
5.256195,11.162043,-5.905848
5.256460,11.167269,-5.910809
5.256725,11.172496,-5.915772
5.256989,11.177724,-5.920735
5.257254,11.182953,-5.925699
5.257518,11.188182,-5.930664
5.257782,11.193412,-5.935630
5.258046,11.198642,-5.940596
5.258310,11.203874,-5.945564
5.258574,11.209106,-5.950532
5.258838,11.214338,-5.955501
5.259101,11.219572,-5.960471
5.259364,11.224806,-5.965441
5.259628,11.230041,-5.970413
5.259891,11.235276,-5.975385
5.260154,11.240512,-5.980358
5.260417,11.245749,-5.985332
5.260680,11.250987,-5.990307
5.260942,11.256225,-5.995283
5.261205,11.261464,-6.000259
5.261467,11.266704,-6.005237
5.261729,11.271944,-6.010215
5.261992,11.277185,-6.015194
5.262254,11.282427,-6.020174
5.262515,11.287670,-6.025154
5.262777,11.292913,-6.030136
5.263039,11.298157,-6.035118
5.263300,11.303401,-6.040101
5.263562,11.308647,-6.045085
5.263823,11.313892,-6.050070
5.264084,11.319139,-6.055055
5.264345,11.324386,-6.060042
5.264606,11.329634,-6.065029
5.264866,11.334883,-6.070017
5.265127,11.340132,-6.075005
5.265387,11.345382,-6.079995
5.265648,11.350633,-6.084985
5.265908,11.355885,-6.089977
5.266168,11.361137,-6.094969
5.266428,11.366389,-6.099962
5.266688,11.371643,-6.104955
5.266947,11.376897,-6.109950
5.267207,11.382152,-6.114945
5.267466,11.387407,-6.119941
5.267725,11.392664,-6.124938
5.267984,11.397920,-6.129936
5.268243,11.403178,-6.134934
5.268502,11.408436,-6.139934
5.268761,11.413695,-6.144934
5.269019,11.418954,-6.149935
5.269278,11.424215,-6.154937
5.269536,11.429476,-6.159939
5.269794,11.434737,-6.164943
5.270052,11.439999,-6.169947
5.270310,11.445262,-6.174952
5.270568,11.450526,-6.179958
5.270826,11.455790,-6.184964
5.271083,11.461055,-6.189972
5.271340,11.466320,-6.194980
5.271598,11.471587,-6.199989
5.271855,11.476853,-6.204999
5.272112,11.482121,-6.210009
5.272368,11.487389,-6.215021
5.272625,11.492658,-6.220033
5.272881,11.497927,-6.225046
5.273138,11.503198,-6.230060
5.273394,11.508468,-6.235074
5.273650,11.513740,-6.240090
5.273906,11.519012,-6.245106
5.274162,11.524285,-6.250123
5.274418,11.529558,-6.255141
5.274673,11.534832,-6.260159
5.274928,11.540107,-6.265179
5.275184,11.545383,-6.270199
5.275439,11.550659,-6.275220
5.275694,11.555935,-6.280242
5.275949,11.561213,-6.285264
5.276203,11.566491,-6.290287
5.276458,11.571769,-6.295312
5.276712,11.577049,-6.300336
5.276966,11.582329,-6.305362
5.277221,11.587609,-6.310389
5.277475,11.592891,-6.315416
5.277728,11.598172,-6.320444
5.277982,11.603455,-6.325473
5.278236,11.608738,-6.330502
5.278489,11.614022,-6.335533
5.278742,11.619306,-6.340564
5.278995,11.624591,-6.345596
5.279248,11.629877,-6.350629
5.279501,11.635164,-6.355662
5.279754,11.640451,-6.360697
5.280006,11.645738,-6.365732
5.280259,11.651027,-6.370768
5.280511,11.656315,-6.375804
5.280763,11.661605,-6.380842
5.281015,11.666895,-6.385880
5.281267,11.672186,-6.390919
5.281519,11.677477,-6.395959
5.281770,11.682770,-6.400999
5.282021,11.688062,-6.406041
5.282273,11.693356,-6.411083
5.282524,11.698650,-6.416126
5.282775,11.703944,-6.421169
5.283025,11.709239,-6.426214
5.283276,11.714535,-6.431259
5.283527,11.719832,-6.436305
5.283777,11.725129,-6.441352
5.284027,11.730427,-6.446399
5.284277,11.735725,-6.451448
5.284527,11.741024,-6.456497
5.284777,11.746323,-6.461547
5.285026,11.751624,-6.466597
5.285276,11.756925,-6.471649
5.285525,11.762226,-6.476701
5.285774,11.767528,-6.481754
5.286023,11.772831,-6.486807
5.286272,11.778134,-6.491862
5.286521,11.783438,-6.496917
5.286770,11.788742,-6.501973
5.287018,11.794048,-6.507030
5.287266,11.799353,-6.512087
5.287514,11.804660,-6.517145
5.287762,11.809967,-6.522204
5.288010,11.815274,-6.527264
5.288258,11.820583,-6.532325
5.288505,11.825891,-6.537386
5.288753,11.831201,-6.542448
5.289000,11.836511,-6.547511
5.289247,11.841821,-6.552575
5.289494,11.847133,-6.557639
5.289741,11.852445,-6.562704
5.289987,11.857757,-6.567770
5.290234,11.863070,-6.572837
5.290480,11.868384,-6.577904
5.290726,11.873698,-6.582972
5.290972,11.879013,-6.588041
5.291218,11.884328,-6.593110
5.291464,11.889644,-6.598181
5.291709,11.894961,-6.603252
5.291954,11.900278,-6.608324
5.292200,11.905596,-6.613397
5.292445,11.910915,-6.618470
5.292690,11.916234,-6.623544
5.292934,11.921553,-6.628619
5.293179,11.926874,-6.633695
5.293423,11.932194,-6.638771
5.293668,11.937516,-6.643848
5.293912,11.942838,-6.648926
5.294156,11.948160,-6.654005
5.294400,11.953484,-6.659084
5.294643,11.958807,-6.664164
5.294887,11.964132,-6.669245
5.295130,11.969457,-6.674326
5.295374,11.974782,-6.679409
5.295617,11.980109,-6.684492
5.295860,11.985435,-6.689576
5.296102,11.990763,-6.694660
5.296345,11.996090,-6.699746
5.296587,12.001419,-6.704832
5.296830,12.006748,-6.709918
5.297072,12.012078,-6.715006
5.297314,12.017408,-6.720094
5.297555,12.022739,-6.725183
5.297797,12.028070,-6.730273
5.298039,12.033402,-6.735363
5.298280,12.038735,-6.740455
5.298521,12.044068,-6.745547
5.298762,12.049401,-6.750639
5.299003,12.054736,-6.755733
5.299244,12.060070,-6.760827
5.299484,12.065406,-6.765922
5.299725,12.070742,-6.771017
